Location,Tv,Air_conditioner,Refrigerator,Water_heater,Modern_Wardrobe,Back_up_power_supply,Gym,Elevator,Modernized_bathrooms,Room size,Number of people in a room,Historical pricing data,Current Price
Kotei,No,Yes,No,No,Yes,Yes,No,No,Yes,3,3,3910,5474.0
Boadi,No,Yes,Yes,No,Yes,No,Yes,Yes,No,3,3,4040,5252.0
Boadi,Yes,Yes,No,No,Yes,Yes,No,Yes,No,2,2,4590,5967.0
Boadi,No,Yes,No,No,Yes,No,No,No,No,3,3,3640,4732.0
Bomsu,No,No,Yes,Yes,No,No,Yes,Yes,Yes,2,2,4580,5038.0
Tech junction,No,No,No,No,Yes,No,No,No,No,1,1,6040,7852.0
Bomsu,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1,1,6560,7216.000000000001
Boadi,Yes,Yes,Yes,No,No,Yes,No,No,Yes,4,4,3070,3991.0
Newsite,Yes,No,No,No,Yes,Yes,No,No,No,1,1,6290,6919.000000000001
Newsite,No,No,Yes,No,No,Yes,Yes,Yes,No,2,2,4550,5005.0
Newsite,No,Yes,No,No,Yes,Yes,No,Yes,Yes,3,3,4110,4521.0
Tech junction,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,3,3,4050,5265.0
Bomsu,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2,2,4750,5225.0
Ayeduase,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,1,1,6600,9900.0
Campus,Yes,Yes,No,Yes,Yes,No,No,Yes,No,4,4,3000,4800.0
Boadi,No,No,No,No,No,No,Yes,Yes,No,2,2,4300,5590.0
Ayeduase,No,No,Yes,No,Yes,Yes,No,Yes,No,2,2,4490,6735.0
Tech junction,No,Yes,No,No,No,No,No,No,Yes,3,3,3720,4836.0
Campus,Yes,No,Yes,No,No,No,Yes,No,No,2,2,4300,6880.0
Tech junction,Yes,No,Yes,No,No,No,Yes,Yes,Yes,2,2,4620,6006.0
Kotei,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,1,1,6600,9240.0
Boadi,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,2,2,4520,5876.0
Boadi,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,3,3,4100,5330.0
Newsite,No,No,Yes,Yes,No,No,No,No,Yes,4,4,2780,3058.0000000000005
Kotei,Yes,Yes,No,No,No,Yes,No,Yes,No,3,3,4050,5670.0
Newsite,No,Yes,Yes,No,No,No,Yes,No,Yes,4,4,2920,3212.0000000000005
Tech junction,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,3,4170,5421.0
Ayeduase,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,1,1,6750,10125.0
Kotei,No,No,No,Yes,Yes,No,No,Yes,Yes,2,2,4420,6188.0
Kotei,Yes,Yes,No,No,No,No,No,No,No,2,2,4200,5880.0
Atonsu,No,Yes,No,No,No,Yes,Yes,No,No,1,1,6350,8255.0
Newsite,Yes,No,No,No,No,No,Yes,Yes,Yes,1,1,6520,7172.000000000001
Bomsu,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,4,4,3210,3531.0000000000005
Campus,No,No,Yes,Yes,Yes,No,No,Yes,No,1,1,6400,10240.0
Newsite,No,No,No,No,Yes,No,Yes,Yes,Yes,4,4,2960,3256.0000000000005
Kotei,Yes,No,No,Yes,No,Yes,Yes,No,No,2,2,4410,6174.0
Bomsu,No,Yes,No,Yes,No,No,Yes,No,No,4,4,2760,3036.0000000000005
Bomsu,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2,2,4690,5159.0
Campus,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3,3,4180,6688.0
Bomsu,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2,2,4710,5181.0
Newsite,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,2,4670,5137.0
Tech junction,No,Yes,No,No,Yes,Yes,No,Yes,Yes,3,3,4110,5343.0
Atonsu,No,Yes,Yes,No,No,No,No,No,Yes,1,1,6320,8216.0
Tech junction,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,1,6670,8671.0
Ayeduase,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,2,4720,7080.0
Boadi,No,No,Yes,No,Yes,No,Yes,Yes,No,2,2,4440,5772.0
Newsite,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2,2,4690,5159.0
Ayeduase,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,2,2,4630,6945.0
Tech junction,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,3,3,4120,5356.0
Ayeduase,Yes,No,No,Yes,Yes,No,No,No,No,4,4,2700,4050.0
Boadi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,3,4150,5395.0
Campus,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,6810,10896.0
Tech junction,No,Yes,No,Yes,Yes,Yes,Yes,No,No,2,2,4450,5785.0
Bomsu,No,Yes,Yes,Yes,No,No,No,No,Yes,1,1,6380,7018.000000000001
Bomsu,Yes,No,Yes,No,Yes,No,No,No,No,4,4,2740,3014.0000000000005
Boadi,Yes,No,No,Yes,Yes,No,No,Yes,Yes,1,1,6520,8476.0
Newsite,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,6830,7513.000000000001
Kotei,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,4,3020,4228.0
Campus,Yes,No,Yes,Yes,No,Yes,Yes,No,No,3,3,4010,6416.0
Atonsu,No,Yes,Yes,No,No,No,Yes,No,Yes,2,2,4420,5746.0
Newsite,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,3150,3465.0000000000005
Kotei,No,No,No,No,No,Yes,No,Yes,Yes,3,3,3970,5558.0
Ayeduase,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,1,1,6710,10065.0
Ayeduase,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,4,4,3120,4680.0
Kotei,Yes,No,Yes,No,Yes,No,Yes,Yes,No,2,2,4540,6356.0
Kotei,No,No,Yes,No,No,No,Yes,No,Yes,4,4,2820,3947.9999999999995
Kotei,No,Yes,No,Yes,Yes,Yes,No,No,No,4,4,2850,3989.9999999999995
Boadi,No,Yes,No,No,No,Yes,No,Yes,Yes,1,1,6570,8541.0
Boadi,No,Yes,Yes,Yes,No,No,Yes,No,No,2,2,4360,5668.0
Tech junction,Yes,Yes,No,Yes,Yes,No,Yes,No,No,3,3,3900,5070.0
Tech junction,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,4,2950,3835.0
Newsite,No,No,Yes,No,Yes,No,Yes,Yes,No,1,1,6440,7084.000000000001
Ayeduase,Yes,No,No,Yes,No,Yes,No,No,No,3,3,3810,5715.0
Tech junction,No,No,No,Yes,Yes,Yes,Yes,No,No,1,1,6350,8255.0
Tech junction,Yes,Yes,Yes,No,No,Yes,No,Yes,No,3,3,4150,5395.0
Bomsu,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1,6480,7128.000000000001
Atonsu,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,3,3,4110,5343.0
Ayeduase,No,No,Yes,No,No,Yes,No,No,No,4,4,2750,4125.0
Boadi,No,Yes,No,No,No,No,Yes,No,Yes,3,3,3820,4966.0
Ayeduase,No,Yes,Yes,Yes,No,No,No,Yes,No,2,2,4460,6690.0
Atonsu,Yes,Yes,Yes,No,No,No,Yes,No,Yes,1,1,6520,8476.0
Newsite,Yes,No,Yes,No,No,No,No,Yes,No,2,2,4400,4840.0
Ayeduase,No,Yes,Yes,Yes,Yes,No,No,No,No,3,3,3800,5700.0
Atonsu,Yes,No,No,No,Yes,No,Yes,Yes,No,4,4,2940,3822.0
Boadi,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,2,2,4570,5941.0
Tech junction,No,No,Yes,Yes,Yes,Yes,No,No,Yes,3,3,3970,5161.0
Atonsu,Yes,Yes,No,No,Yes,No,Yes,No,No,1,1,6340,8242.0
Kotei,No,Yes,Yes,No,No,No,No,No,No,1,1,6200,8680.0
Ayeduase,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,2,2,4710,7065.0
Bomsu,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,4670,5137.0
Tech junction,No,No,Yes,Yes,No,No,No,No,No,3,3,3660,4758.0
Tech junction,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,6790,8827.0
Kotei,Yes,No,No,No,Yes,Yes,No,Yes,No,2,2,4490,6286.0
Newsite,No,No,Yes,No,Yes,No,No,No,Yes,3,3,3760,4136.0
Campus,No,Yes,No,No,Yes,Yes,Yes,No,Yes,4,4,3010,4816.0
Bomsu,Yes,No,No,No,Yes,No,No,No,No,3,3,3640,4004.0000000000005
Atonsu,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2,2,4710,6123.0
Ayeduase,Yes,Yes,No,No,No,No,No,No,No,3,3,3700,5550.0
Ayeduase,Yes,No,No,Yes,Yes,Yes,No,No,Yes,3,3,3970,5955.0
Atonsu,Yes,No,No,Yes,Yes,No,Yes,No,Yes,4,4,2920,3796.0
Bomsu,Yes,Yes,Yes,No,Yes,No,No,Yes,No,2,2,4540,4994.0
Ayeduase,No,Yes,Yes,Yes,No,Yes,No,No,Yes,2,2,4530,6795.0
Kotei,No,No,No,No,Yes,Yes,No,Yes,No,3,3,3890,5446.0
Tech junction,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,2,2,4560,5928.0
Newsite,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,1,1,6620,7282.000000000001
Kotei,No,Yes,Yes,No,No,No,No,Yes,No,4,4,2900,4059.9999999999995
Newsite,Yes,No,Yes,No,No,No,No,No,Yes,1,1,6320,6952.000000000001
Tech junction,No,Yes,No,No,Yes,No,No,No,Yes,4,4,2760,3588.0
Boadi,No,No,No,No,Yes,Yes,Yes,Yes,No,4,4,2990,3887.0
Boadi,No,No,No,No,No,No,No,No,No,2,2,4000,5200.0
Atonsu,No,Yes,No,No,Yes,No,No,Yes,Yes,4,4,2960,3848.0
Boadi,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,3,3,4060,5278.0
Tech junction,No,No,Yes,Yes,Yes,Yes,No,No,No,3,3,3850,5005.0
Kotei,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,3230,4522.0
Tech junction,Yes,No,No,No,Yes,Yes,No,No,No,2,2,4290,5577.0
Atonsu,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,4,4,3230,4199.0
Tech junction,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,1,1,6750,8775.0
Tech junction,Yes,No,No,No,No,Yes,No,No,Yes,3,3,3870,5031.0
Campus,Yes,Yes,No,No,Yes,Yes,Yes,No,No,4,4,2990,4784.0
Boadi,Yes,Yes,No,No,No,No,Yes,No,No,2,2,4300,5590.0
Ayeduase,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2,2,4680,7020.0
Ayeduase,Yes,No,No,Yes,No,No,Yes,No,Yes,2,2,4380,6570.0
Atonsu,No,No,No,Yes,No,Yes,No,No,Yes,3,3,3830,4979.0
Bomsu,No,No,Yes,No,No,No,No,No,No,3,3,3600,3960.0000000000005
Atonsu,No,Yes,No,No,No,No,No,Yes,Yes,4,4,2920,3796.0
Kotei,No,Yes,Yes,No,No,No,Yes,No,No,3,3,3800,5320.0
Boadi,No,No,Yes,No,No,No,No,No,No,1,1,6100,7930.0
Boadi,No,No,Yes,Yes,Yes,Yes,Yes,No,No,1,1,6450,8385.0
Boadi,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,3,4250,5525.0
Atonsu,No,Yes,Yes,No,No,No,Yes,Yes,Yes,4,4,3120,4056.0
Ayeduase,Yes,No,Yes,Yes,No,No,No,No,No,4,4,2760,4140.0
Boadi,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4,4,2960,3848.0
Boadi,No,Yes,Yes,No,Yes,No,No,No,No,2,2,4240,5512.0
Atonsu,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,3,3,4210,5473.0
Tech junction,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,2,2,4580,5954.0
Kotei,No,Yes,No,Yes,No,No,Yes,No,No,1,1,6260,8764.0
Boadi,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2,2,4610,5993.0
Tech junction,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,4,4,3160,4108.0
Kotei,No,Yes,Yes,No,No,Yes,No,Yes,Yes,2,2,4670,6538.0
Campus,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3,3,4280,6848.0
Ayeduase,No,Yes,Yes,No,Yes,No,No,No,Yes,2,2,4360,6540.0
Bomsu,Yes,Yes,No,Yes,No,No,No,Yes,Yes,1,1,6580,7238.000000000001
Tech junction,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2,2,4650,6045.0
Bomsu,No,No,No,Yes,No,Yes,Yes,Yes,Yes,2,2,4630,5093.0
Newsite,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,3,4050,4455.0
Tech junction,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,2,2,4550,5915.0
Boadi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,2,2,4610,5993.0
Ayeduase,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,2,2,4520,6780.0
Kotei,Yes,Yes,No,No,No,No,No,No,Yes,1,1,6320,8848.0
Tech junction,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,3250,4225.0
Campus,No,Yes,Yes,No,No,No,Yes,No,Yes,4,4,2920,4672.0
Tech junction,Yes,No,No,No,No,No,Yes,Yes,No,1,1,6400,8320.0
Kotei,No,No,Yes,No,No,No,No,Yes,Yes,3,3,3920,5488.0
Newsite,Yes,No,Yes,No,No,No,No,No,No,2,2,4200,4620.0
Atonsu,Yes,Yes,No,Yes,No,Yes,No,No,Yes,2,2,4530,5889.0
Kotei,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,4,3170,4438.0
Kotei,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,2,2,4660,6524.0
Boadi,Yes,No,No,No,Yes,No,No,No,Yes,1,1,6260,8138.0
Boadi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6810,8853.0
Ayeduase,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,2,2,4620,6930.0
Atonsu,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,4,4,3160,4108.0
Bomsu,Yes,No,Yes,No,No,Yes,No,No,Yes,1,1,6470,7117.000000000001
Boadi,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,2,4520,5876.0
Tech junction,Yes,Yes,No,No,Yes,No,Yes,No,Yes,1,1,6460,8398.0
Tech junction,Yes,Yes,Yes,Yes,No,No,No,Yes,No,2,2,4560,5928.0
Bomsu,No,Yes,Yes,Yes,No,No,Yes,No,Yes,3,3,3980,4378.0
Newsite,No,No,No,Yes,No,Yes,No,Yes,No,2,2,4410,4851.0
Newsite,Yes,No,No,Yes,No,No,No,No,No,3,3,3660,4026.0000000000005
Atonsu,Yes,No,No,Yes,No,No,No,Yes,Yes,1,1,6480,8424.0
Kotei,No,No,No,Yes,Yes,No,Yes,No,No,2,2,4200,5880.0
Campus,No,Yes,Yes,No,No,No,No,Yes,No,3,3,3900,6240.0
Boadi,Yes,No,No,No,Yes,No,Yes,No,Yes,2,2,4360,5668.0
Newsite,No,No,Yes,No,Yes,No,No,Yes,Yes,3,3,3960,4356.0
Bomsu,Yes,No,Yes,Yes,Yes,No,No,No,No,1,1,6300,6930.000000000001
Ayeduase,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2,2,4590,6885.0
Ayeduase,Yes,Yes,No,No,No,Yes,No,No,Yes,1,1,6470,9705.0
Bomsu,Yes,Yes,No,No,Yes,Yes,Yes,No,No,4,4,2990,3289.0000000000005
Atonsu,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2,2,4730,6149.0
Ayeduase,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,4,4,3210,4815.0
Kotei,No,No,Yes,No,No,Yes,No,No,Yes,1,1,6370,8918.0
Newsite,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,1,1,6550,7205.000000000001
Boadi,Yes,Yes,Yes,Yes,No,No,No,No,No,1,1,6360,8268.0
Kotei,No,Yes,Yes,No,Yes,Yes,No,No,Yes,4,4,3010,4214.0
Boadi,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1,1,6810,8853.0
Ayeduase,Yes,No,Yes,No,No,Yes,Yes,No,No,3,3,3950,5925.0
Newsite,Yes,No,Yes,Yes,Yes,Yes,No,No,No,4,4,2950,3245.0000000000005
Ayeduase,No,Yes,No,No,Yes,Yes,Yes,No,Yes,2,2,4510,6765.0
Campus,Yes,Yes,Yes,No,No,Yes,No,No,No,2,2,4450,7120.0
Kotei,No,Yes,No,No,Yes,Yes,Yes,No,Yes,3,3,4010,5614.0
Atonsu,No,No,No,No,Yes,No,Yes,No,No,3,3,3640,4732.0
Bomsu,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,3,4150,4565.0
Tech junction,No,No,No,No,Yes,Yes,Yes,No,No,2,2,4290,5577.0
Campus,No,No,No,Yes,Yes,No,No,Yes,Yes,3,3,3920,6272.0
Kotei,No,Yes,No,Yes,No,No,Yes,Yes,Yes,3,3,4080,5712.0
Boadi,Yes,No,Yes,Yes,Yes,No,Yes,No,No,3,3,3900,5070.0
Tech junction,No,Yes,No,Yes,Yes,Yes,Yes,No,No,1,1,6450,8385.0
Kotei,No,No,Yes,Yes,No,Yes,Yes,No,Yes,1,1,6530,9142.0
Boadi,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,4,4,3270,4251.0
Kotei,No,Yes,No,No,Yes,Yes,No,No,No,2,2,4290,6006.0
Tech junction,No,Yes,No,Yes,No,No,No,Yes,No,4,4,2860,3718.0
Atonsu,Yes,Yes,Yes,No,No,Yes,No,No,Yes,2,2,4570,5941.0
Bomsu,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,3,4330,4763.0
Atonsu,Yes,Yes,Yes,No,No,No,Yes,No,No,1,1,6400,8320.0
Campus,No,No,Yes,No,No,Yes,No,No,No,4,4,2750,4400.0
Newsite,No,No,Yes,No,Yes,Yes,No,No,Yes,3,3,3910,4301.0
Boadi,Yes,No,No,Yes,No,Yes,Yes,No,Yes,4,4,3030,3939.0
Campus,No,Yes,No,Yes,Yes,No,No,No,Yes,4,4,2820,4512.0
Campus,Yes,No,Yes,Yes,No,No,No,Yes,No,3,3,3960,6336.0
Newsite,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,2,4720,5192.0
Tech junction,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,3,4270,5551.0
Ayeduase,Yes,Yes,No,No,Yes,Yes,No,No,No,2,2,4390,6585.0
Campus,No,No,Yes,Yes,Yes,Yes,No,No,No,1,1,6350,10160.0
Campus,No,No,Yes,Yes,No,No,Yes,Yes,No,2,2,4460,7136.0
Bomsu,No,Yes,No,Yes,No,Yes,Yes,No,No,3,3,3910,4301.0
Tech junction,No,Yes,Yes,Yes,No,No,No,No,Yes,1,1,6380,8294.0
Tech junction,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,2,4910,6383.0
Atonsu,Yes,Yes,No,No,Yes,No,Yes,No,Yes,4,4,2960,3848.0
Tech junction,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,4,2950,3835.0
Campus,Yes,No,No,Yes,Yes,No,Yes,Yes,No,2,2,4500,7200.0
Campus,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,2,2,4730,7568.0
Campus,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,2,4930,7888.0
Bomsu,No,Yes,No,Yes,No,No,No,No,Yes,3,3,3780,4158.0
Ayeduase,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,4,4,3160,4740.0
Atonsu,No,No,Yes,No,Yes,No,No,Yes,No,1,1,6340,8242.0
Ayeduase,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3,3,4050,6075.0
Boadi,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4130,5369.0
Atonsu,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4,4,3210,4173.0
Ayeduase,Yes,Yes,Yes,No,Yes,Yes,No,No,No,4,4,2990,4485.0
Bomsu,No,No,Yes,No,No,Yes,No,No,Yes,2,2,4370,4807.0
Ayeduase,Yes,No,No,No,Yes,No,Yes,Yes,Yes,4,4,3060,4590.0
Atonsu,No,Yes,No,Yes,No,No,No,No,Yes,2,2,4280,5564.0
Tech junction,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,2,2,4680,6084.0
Campus,No,No,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3070,4912.0
Boadi,No,Yes,No,Yes,No,No,Yes,Yes,Yes,1,1,6580,8554.0
Atonsu,No,No,No,No,No,Yes,No,No,Yes,3,3,3770,4901.0
Kotei,No,No,No,No,No,Yes,No,No,Yes,1,1,6270,8778.0
Tech junction,Yes,Yes,No,No,No,No,Yes,Yes,Yes,3,3,4120,5356.0
Ayeduase,No,No,No,Yes,Yes,No,Yes,No,Yes,2,2,4320,6480.0
Kotei,Yes,No,No,Yes,No,Yes,No,No,Yes,1,1,6430,9002.0
Bomsu,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,2,4750,5225.0
Ayeduase,Yes,Yes,No,No,No,Yes,No,No,No,1,1,6350,9525.0
Boadi,No,No,No,No,Yes,No,No,Yes,Yes,2,2,4360,5668.0
Tech junction,No,No,No,Yes,No,Yes,No,No,No,3,3,3710,4823.0
Boadi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2,2,4870,6331.0
Atonsu,Yes,Yes,No,No,Yes,No,No,Yes,No,4,4,2940,3822.0
Campus,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1,1,6500,10400.0
Newsite,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1,1,6710,7381.000000000001
Newsite,Yes,No,Yes,Yes,Yes,No,No,No,No,2,2,4300,4730.0
Campus,No,Yes,Yes,No,Yes,No,No,Yes,No,2,2,4440,7104.0
Bomsu,No,Yes,No,No,No,No,Yes,No,No,4,4,2700,2970.0000000000005
Atonsu,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,2,4550,5915.0
Campus,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4150,6640.0
Tech junction,No,No,Yes,Yes,Yes,Yes,No,No,No,1,1,6350,8255.0
Campus,Yes,No,Yes,Yes,No,No,Yes,No,Yes,3,3,3980,6368.0
Ayeduase,Yes,No,No,Yes,Yes,No,No,No,No,4,4,2700,4050.0
Tech junction,Yes,No,Yes,No,Yes,Yes,No,No,No,1,1,6390,8307.0
Bomsu,Yes,No,No,Yes,No,No,No,Yes,Yes,2,2,4480,4928.0
Campus,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1,1,6600,10560.0
Boadi,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4130,5369.0
Boadi,Yes,No,No,No,Yes,No,Yes,No,Yes,1,1,6360,8268.0
Newsite,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,2,2,4630,5093.0
Kotei,No,No,No,Yes,Yes,No,Yes,No,Yes,2,2,4320,6048.0
Bomsu,No,Yes,No,Yes,No,No,No,No,No,3,3,3660,4026.0000000000005
Boadi,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,3,4410,5733.0
Bomsu,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3,3,4220,4642.0
Kotei,Yes,No,No,No,No,No,Yes,No,Yes,3,3,3820,5348.0
Boadi,No,Yes,No,Yes,Yes,Yes,Yes,No,No,1,1,6450,8385.0
Ayeduase,No,No,Yes,No,No,Yes,Yes,Yes,Yes,4,4,3170,4755.0
Atonsu,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,2,4720,6136.0
Ayeduase,Yes,No,No,Yes,Yes,Yes,Yes,No,No,2,2,4450,6675.0
Newsite,Yes,Yes,No,Yes,Yes,Yes,No,No,No,3,3,3950,4345.0
Kotei,Yes,Yes,No,No,No,No,Yes,No,No,1,1,6300,8820.0
Tech junction,Yes,No,Yes,No,No,No,Yes,Yes,No,2,2,4500,5850.0
Tech junction,Yes,Yes,Yes,No,Yes,No,No,No,Yes,1,1,6460,8398.0
Tech junction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,6850,8905.0
Tech junction,Yes,Yes,Yes,No,No,No,No,Yes,Yes,1,1,6620,8606.0
Tech junction,No,Yes,No,Yes,No,No,Yes,No,Yes,1,1,6380,8294.0
Campus,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,3,3,4100,6560.0
Boadi,Yes,Yes,No,No,Yes,Yes,No,No,No,1,1,6390,8307.0
Bomsu,Yes,No,No,Yes,No,No,No,No,Yes,2,2,4280,4708.0
Newsite,No,Yes,No,No,No,Yes,No,No,Yes,4,4,2870,3157.0000000000005
Kotei,Yes,Yes,Yes,Yes,No,Yes,No,No,No,4,4,3010,4214.0
Kotei,No,Yes,Yes,No,Yes,No,Yes,Yes,No,4,4,3040,4256.0
Newsite,Yes,Yes,No,No,No,Yes,No,Yes,No,3,3,4050,4455.0
Ayeduase,No,Yes,No,Yes,No,Yes,Yes,No,Yes,4,4,3030,4545.0
Boadi,Yes,Yes,No,No,Yes,Yes,Yes,No,No,1,1,6490,8437.0
Tech junction,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2,2,4560,5928.0
Tech junction,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,4,3330,4329.0
Newsite,Yes,Yes,No,Yes,Yes,No,Yes,No,No,3,3,3900,4290.0
Bomsu,No,No,Yes,Yes,No,Yes,No,Yes,No,2,2,4510,4961.0
Atonsu,Yes,No,No,No,No,Yes,Yes,No,No,4,4,2850,3705.0
Atonsu,No,Yes,Yes,Yes,Yes,No,No,No,No,3,3,3800,4940.0
Boadi,No,Yes,Yes,No,Yes,No,No,Yes,No,2,2,4440,5772.0
Bomsu,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4150,4565.0
Newsite,No,No,No,No,No,No,No,Yes,No,3,3,3700,4070.0000000000005
Tech junction,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1,6480,8424.0
Boadi,No,No,Yes,Yes,No,No,Yes,Yes,Yes,3,3,4080,5304.0
Tech junction,No,Yes,No,No,Yes,Yes,No,No,No,4,4,2790,3627.0
Boadi,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,1,1,6710,8723.0
Kotei,Yes,No,No,No,No,No,No,No,Yes,2,2,4220,5908.0
Tech junction,No,No,No,Yes,Yes,No,No,No,Yes,3,3,3720,4836.0
Campus,Yes,No,No,No,No,No,No,Yes,No,2,2,4300,6880.0
Campus,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,1,6720,10752.0
Campus,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,3,4030,6448.0
Ayeduase,No,Yes,No,Yes,No,No,Yes,No,No,1,1,6260,9390.0
Atonsu,No,No,No,No,No,Yes,Yes,Yes,No,3,3,3950,5135.0
Boadi,No,No,No,No,Yes,Yes,Yes,Yes,Yes,3,3,4110,5343.0
Atonsu,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1,1,6570,8541.0
